hh_ID,n_hh,n_waa,n_child,n_aged,csec,all_school,region,cropprod,landsize,mo_lowfood
290,10,4,4,2,0,0,5,0.46,0.81,10
1400,6,2,4,0,0,0,4,0.46,0.81,8
1384,6,2,4,0,0,0,4,0.46,1.21,2
1040,4,2,1,1,0,0,4,0.46,1.21,2
974,5,2,2,1,0,0,3,0.46,0.81,0
299,8,2,4,2,0,0,1,0.46,0.4,4
543,7,2,3,2,0,1,2,0.46,0.4,6
1461,5,3,2,0,0,0,4,0.46,1.62,6
1698,1,1,3,0,0,1,4,0.46,1.62,6
978,4,1,2,1,0,0,4,0.45,0.81,10
1329,3,1,1,1,0,1,4,0.45,0.81,6
1334,3,1,1,1,0,1,4,0.45,1.21,8
1618,4,2,2,0,0,1,4,0.45,0.81,8
1287,4,2,1,1,0,1,4,0.45,1.21,6
39,10,2,4,4,0,0,1,0.45,0.4,10
1627,3,1,2,0,0,1,4,0.45,1.21,10
47,8,1,3,4,0,0,3,0.45,2.43,4
1096,9,2,6,1,0,1,2,0.44,0.81,8
1074,3,1,1,1,0,0,4,0.44,1.21,10
1230,5,2,2,1,0,1,5,0.44,0.4,8
435,5,1,2,2,0,0,1,0.44,0.81,6
1556,5,1,4,0,1,1,1,0.44,0.4,4
566,6,1,3,2,0,1,4,0.44,1.21,8
1351,16,7,9,0,0,0,5,0.44,0.81,4
806,7,2,4,1,0,0,4,0.44,1.21,8
1033,4,2,1,1,0,0,4,0.44,1.21,10
199,8,3,2,3,0,1,1,0.44,0.4,4
1175,5,1,3,1,0,1,1,0.44,0.4,4
1422,5,2,3,0,1,0,4,0.44,0.4,4
377,7,2,3,2,0,0,5,0.43,0.81,4
1417,6,3,3,0,0,0,5,0.43,0.81,4
1472,4,2,2,0,0,0,4,0.43,0.81,8
1305,4,2,1,1,0,1,4,0.43,0.81,10
311,8,2,4,2,0,0,4,0.43,0.81,8
188,9,2,4,3,0,1,2,0.42,2.02,0
203,7,2,2,3,0,1,4,0.42,2.02,10
908,5,1,3,1,0,0,4,0.42,2.02,10
849,7,3,3,1,0,0,4,0.42,1.62,0
1396,6,2,4,0,0,0,4,0.42,0.81,8
1521,3,2,1,0,0,0,4,0.42,0.81,4
1277,4,2,1,1,0,1,2,0.42,0.4,6
1703,0,2,2,0,1,0,4,0.42,0.4,8
295,9,3,4,2,1,0,3,0.42,1.62,8
453,4,0,2,2,0,0,4,0.41,1.21,4
1350,2,0,1,1,0,1,4,0.41,1.21,8
1000,3,0,2,1,0,0,4,0.41,0.81,10
1219,5,2,2,1,0,1,4,0.41,0.81,8
1546,7,3,4,0,0,1,2,0.41,0.4,4
388,6,1,3,2,0,0,3,0.41,1.21,6
1544,8,4,4,0,0,1,1,0.41,0.2,8
1343,2,0,1,1,0,1,1,0.41,1.01,4
336,8,3,3,2,0,0,4,0.41,0.81,10
1491,3,1,2,0,0,0,4,0.4,1.42,8
130,8,2,3,3,0,0,6,0.4,0.81,4
1480,4,2,2,0,0,0,4,0.4,1.62,10
1645,3,2,1,0,0,1,3,0.4,0.81,6
298,8,2,4,2,1,0,1,0.4,0.4,6
186,10,3,4,3,0,1,4,0.4,1.21,0
329,6,0,4,2,0,0,2,0.4,0.81,2
1082,3,1,1,1,0,0,4,0.4,1.21,0
1705,2,2,5,0,0,0,5,0.4,0.81,10
1075,3,1,1,1,0,0,4,0.4,1.21,10
1171,6,2,3,1,0,1,5,0.4,1.21,10
1019,4,2,1,1,0,0,4,0.4,0.81,8
108,8,1,4,3,0,0,4,0.39,0.4,4
312,8,2,4,2,0,0,5,0.39,1.62,8
417,6,2,2,2,0,0,4,0.39,0.81,6
179,5,1,1,3,0,0,4,0.39,1.21,10
610,6,2,2,2,0,1,4,0.39,1.62,0
143,8,3,2,3,0,0,4,0.38,1.21,4
50,8,2,2,4,0,0,1,0.38,0.1,6
1018,4,2,1,1,0,0,4,0.38,1.62,4
1213,5,2,2,1,0,1,4,0.38,1.62,4
1088,3,1,1,1,0,0,4,0.38,1.62,0
723,3,0,1,2,0,1,1,0.38,0.4,0
1595,6,4,2,0,0,1,2,0.38,0.81,6
567,6,1,3,2,0,1,3,0.38,0.81,10
733,10,2,7,1,0,0,5,0.38,0.81,6
910,5,1,3,1,0,0,4,0.37,0.61,10
224,6,2,1,3,0,1,4,0.37,1.62,10
138,6,0,3,3,0,0,5,0.37,2.02,1
98,10,3,4,3,0,0,5,0.37,0.81,2
449,4,0,2,2,0,0,3,0.37,1.62,12
49,8,1,3,4,0,0,5,0.37,0.81,6
304,8,2,4,2,0,0,4,0.37,1.62,8
1059,3,1,1,1,0,0,4,0.37,0.81,6
412,6,2,2,2,0,0,4,0.36,1.62,10
531,8,2,4,2,0,1,6,0.36,1.62,0
692,5,2,1,2,0,1,4,0.36,1.62,6
395,5,0,3,2,0,0,5,0.36,0.81,6
916,4,0,3,1,0,0,4,0.36,0.4,8
421,6,2,2,2,0,0,4,0.36,1.21,10
1497,3,1,2,0,0,0,4,0.36,1.21,2
255,8,0,6,2,0,0,4,0.35,1.21,8
81,11,2,6,3,0,0,3,0.35,1.21,0
1137,6,1,4,1,0,1,4,0.35,0.4,4
441,5,1,2,2,0,0,4,0.35,0.81,8
88,10,2,5,3,0,0,5,0.35,1.62,0
644,6,3,1,2,0,1,4,0.35,0.4,0
451,4,0,2,2,0,0,4,0.35,1.62,8
1330,3,1,1,1,0,1,4,0.34,1.62,6
59,5,0,1,4,0,0,4,0.34,0.81,0
1285,4,2,1,1,0,1,4,0.34,0.81,6
855,6,2,3,1,0,0,4,0.34,1.21,10
1598,6,4,2,0,0,1,6,0.34,0.81,4
1599,6,4,2,0,0,1,6,0.34,0.81,4
1196,6,3,2,1,1,1,6,0.34,0.81,0
350,7,2,3,2,0,0,4,0.34,0.4,8
256,8,0,6,2,0,0,5,0.33,1.21,6
728,11,3,7,1,0,0,4,0.33,0.4,4
152,7,2,2,3,0,0,4,0.33,0.81,6
987,4,1,2,1,0,0,4,0.33,0.81,10
1534,2,1,1,0,0,0,6,0.33,0.2,2
623,5,1,2,2,0,1,4,0.32,1.21,6
443,5,1,2,2,0,0,4,0.32,1.62,0
1043,4,2,1,1,0,0,6,0.32,0.2,4
460,6,3,1,2,0,0,4,0.32,1.21,4
1378,10,6,4,0,0,0,5,0.32,0.4,4
248,10,2,6,2,0,0,5,0.32,0.4,6
51,8,2,2,4,0,0,3,0.32,0.81,6
1562,7,4,3,0,0,1,4,0.32,0.4,10
1007,6,4,1,1,0,0,2,0.31,0.4,10
297,9,3,4,2,0,0,5,0.31,0.4,2
52,8,2,2,4,0,0,6,0.31,0.81,8
53,8,2,2,4,0,0,6,0.31,0.81,8
1001,3,0,2,1,0,0,4,0.31,0.81,10
438,5,1,2,2,0,0,3,0.31,0.81,8
1348,2,0,1,1,0,1,4,0.3,1.62,10
861,6,2,3,1,0,0,3,0.3,1.21,6
1135,7,2,4,1,0,1,6,0.3,1.21,0
1253,4,1,2,1,0,1,4,0.3,0.81,10
984,4,1,2,1,0,0,3,0.3,1.21,6
160,6,1,2,3,0,0,4,0.29,0.81,6
899,6,2,3,1,0,0,4,0.29,0.4,0
80,11,2,6,3,0,0,5,0.29,1.21,10
906,5,1,3,1,0,0,4,0.29,0.4,4
913,4,0,3,1,0,0,2,0.29,0.4,4
251,10,2,6,2,0,0,5,0.29,0.4,8
310,8,2,4,2,0,0,4,0.29,0.4,8
1501,3,1,2,0,0,0,6,0.29,0.61,2
1502,3,1,2,0,0,0,6,0.29,0.61,2
1257,4,1,2,1,0,1,6,0.28,0.2,0
1179,4,0,3,1,0,1,2,0.28,0.4,6
330,6,0,4,2,0,0,4,0.28,1.62,6
320,8,2,4,2,0,0,3,0.28,1.21,0
354,7,2,3,2,0,0,3,0.28,1.21,6
404,6,2,2,2,0,0,4,0.28,1.21,6
1625,3,1,2,0,0,1,1,0.28,1.21,4
1665,2,1,1,0,0,1,4,0.28,1.21,0
1671,6,3,4,0,0,0,6,0.28,0.81,4
1672,6,3,4,0,0,0,6,0.28,0.81,4
691,5,2,1,2,0,1,4,0.28,0.81,10
204,7,2,2,3,0,1,4,0.28,1.21,10
1061,3,1,1,1,0,0,4,0.28,1.21,8
273,9,2,5,2,0,0,5,0.27,0.4,8
323,7,1,4,2,0,0,4,0.27,0.4,10
1361,8,2,6,0,0,0,4,0.27,0.81,10
300,8,2,4,2,0,0,1,0.27,0.4,4
1477,4,2,2,0,0,0,3,0.27,0.81,4
502,4,1,1,2,0,0,4,0.27,0.81,6
722,3,0,1,2,0,1,4,0.26,0.4,2
1064,3,1,1,1,0,0,4,0.26,1.21,4
721,3,0,1,2,0,1,4,0.26,0.4,6
877,6,2,3,1,0,0,4,0.26,0.81,2
1118,7,2,4,1,0,1,2,0.26,0.05,6
981,4,1,2,1,0,0,4,0.26,0.81,6
181,4,0,1,3,0,0,3,0.25,0.81,0
216,5,0,2,3,0,1,4,0.25,0.81,10
245,10,2,6,2,0,0,4,0.25,0.1,6
370,7,2,3,2,0,0,5,0.25,0.81,8
501,4,1,1,2,0,0,4,0.24,1.21,8
1609,4,2,2,0,0,1,2,0.24,0.81,6
1653,3,2,1,0,0,1,4,0.24,0.81,0
21,9,2,2,5,0,0,5,0.24,0.4,0
380,7,2,3,2,0,0,5,0.24,0.81,1
189,8,1,4,3,0,1,5,0.24,0.81,4
252,10,2,6,2,0,0,5,0.24,0.81,2
796,7,2,4,1,0,0,4,0.23,0.81,8
1370,7,2,5,0,0,0,4,0.23,0.61,4
375,7,2,3,2,0,0,5,0.23,0.81,6
709,4,1,1,2,0,1,4,0.23,0.4,6
1346,2,0,1,1,0,1,4,0.23,0.4,6
880,6,2,3,1,0,0,4,0.22,0.81,2
40,10,2,4,4,1,0,1,0.22,0.4,6
819,7,2,4,1,0,0,3,0.22,0.81,0
1279,4,2,1,1,0,1,4,0.22,0.81,10
1288,4,2,1,1,0,1,4,0.22,0.81,2
1318,4,2,1,1,1,1,2,0.22,0.81,0
218,7,3,1,3,0,1,4,0.22,0.81,10
1437,5,2,3,0,0,0,5,0.22,0.4,1
1689,0,0,2,0,0,0,4,0.22,0.4,4
687,5,2,1,2,0,1,4,0.21,0.4,6
551,7,2,3,2,0,1,3,0.21,0.81,4
620,5,1,2,2,0,1,2,0.21,0.4,10
70,7,2,1,4,0,1,4,0.21,0.4,4
1255,4,1,2,1,0,1,5,0.21,0.81,4
989,4,1,2,1,0,0,4,0.21,0.81,10
618,6,2,2,2,0,1,6,0.2,0.81,0
619,6,2,2,2,0,1,6,0.2,0.81,0
704,5,2,1,2,0,1,4,0.2,0.81,0
1444,4,1,3,0,0,0,4,0.2,0.81,8
1535,2,1,1,0,0,0,4,0.2,0.81,0
1456,5,3,2,0,0,0,4,0.2,0.4,6
1601,5,3,2,0,0,1,4,0.2,0.4,10
1531,2,1,1,0,0,0,4,0.2,0.4,10
1161,6,2,3,1,0,1,4,0.19,0.4,8
720,3,0,1,2,0,1,4,0.19,0.4,1
822,6,1,4,1,0,0,4,0.19,0.4,4
242,10,1,7,2,0,0,4,0.19,0.81,6
23,8,1,2,5,0,0,4,0.18,1.21,0
16,11,2,4,5,0,0,4,0.18,0.81,6
1076,3,1,1,1,0,0,4,0.18,0.81,4
12,13,3,5,5,0,0,6,0.18,0.81,2
13,13,3,5,5,0,0,6,0.18,0.81,2
1265,5,3,1,1,0,1,4,0.18,0.4,6
911,5,1,3,1,0,0,4,0.18,0.4,8
394,6,1,3,2,0,0,5,0.17,0.4,10
68,7,2,1,4,0,1,4,0.16,0.81,10
500,4,1,1,2,0,0,4,0.16,0.81,8
628,5,1,2,2,0,1,4,0.16,0.81,8
629,5,1,2,2,0,1,4,0.16,0.81,4
419,6,2,2,2,0,0,4,0.15,0.4,4
1258,3,0,2,1,0,1,4,0.15,0.61,10
136,7,1,3,3,0,0,4,0.15,0.4,4
734,10,2,7,1,0,0,5,0.14,0.4,10
1016,4,2,1,1,0,0,4,0.14,0.4,6
1308,4,2,1,1,0,1,4,0.14,0.4,8
1666,2,1,1,0,0,1,4,0.13,0.4,0
281,8,1,5,2,0,0,4,0.13,0.4,10
1199,5,2,2,1,0,1,1,0.12,0.32,6
525,8,2,4,2,0,1,4,0.12,0.4,8
909,5,1,3,1,0,0,4,0.11,0.4,8
986,4,1,2,1,0,0,4,0.1,0.4,4
791,7,2,4,1,1,0,1,0.1,0.2,6
1209,5,2,2,1,0,1,4,0.1,0.2,10
655,5,2,1,2,0,1,4,0.08,0.2,10
1344,2,0,1,1,0,1,4,0.06,0.4,4
78,11,2,6,3,0,0,1,0.06,0.2,2
191,8,2,3,3,0,1,2,0.03,0.05,4
196,6,0,3,3,0,1,1,0.02,0.4,8
17,8,0,3,5,0,0,5,0,0.4,1
43,8,0,4,4,0,0,2,0,0.4,10
